1.000000	0.424884	0.432278	0.235644	0.213901	0.381400	0.370061	0.226474	0.397891	0.443247	0.377413	0.465986	0.360142	0.595778	0.445140	0.357885	0.466404	0.379950	0.418158	0.410218	0.517826	0.085114	0.441787	0.271998	0.314164	0.450226	0.101968	0.207747	0.316331	0.486741	0.107705	0.199247	0.238079	0.164984	0.080852	0.441459	0.507877	0.136624	0.109747	0.995247	0.113232	0.398648	0.475087	0.136253	0.514733	0.417124	0.341067	0.324636	0.511595	0.427829	0.368142	0.435029	0.454362	0.623379	0.422081	0.079280	0.322205	0.345931	0.201354	0.608681	
0.424884	1.000000	0.766965	0.045088	0.221382	0.311859	0.387639	0.064971	0.399773	0.337570	0.401448	0.424264	0.383077	0.399468	0.418620	0.422503	0.548294	0.560595	0.675140	0.415900	0.457965	0.106804	0.400083	0.155501	0.418954	0.249029	0.023999	0.023489	0.474434	0.489477	0.138013	0.082687	0.136842	0.195365	0.010970	0.566865	0.490188	0.211166	0.113682	0.419709	0.145095	0.459227	0.420262	0.219989	0.424013	0.354459	0.437042	0.322749	0.400000	0.517549	0.340557	0.340777	0.422577	0.463817	0.423911	0.095682	0.405933	0.412704	0.063912	0.410288	
0.432278	0.766965	1.000000	0.069162	0.173257	0.274066	0.345904	0.089694	0.333274	0.369863	0.324102	0.397706	0.309270	0.490204	0.473151	0.348349	0.505691	0.465055	0.739727	0.438599	0.491740	0.081915	0.407046	0.143939	0.341888	0.343794	0.039114	0.027023	0.391440	0.487237	0.158777	0.076769	0.118495	0.149838	0.016827	0.517642	0.549476	0.174415	0.087190	0.427013	0.111283	0.419487	0.471551	0.180775	0.450282	0.349531	0.423405	0.396059	0.441005	0.502793	0.348261	0.392046	0.453743	0.511364	0.426026	0.073385	0.330496	0.348994	0.108929	0.434826	
0.235644	0.045088	0.069162	1.000000	0.144632	0.634348	0.485836	0.798128	0.023511	0.071160	0.015589	0.063764	0.014049	0.114617	0.071345	0.133457	0.139681	0.189454	0.043487	0.080975	0.101366	0.055661	0.056225	0.829479	0.248659	0.225075	0.046357	0.079430	0.077492	0.068300	0.008486	0.871040	0.905766	0.073811	0.035072	0.300679	0.085006	0.027964	0.079526	0.232774	0.071368	0.163065	0.102719	0.028984	0.080215	0.056040	0.046199	0.052917	0.080954	0.066470	0.068865	0.113297	0.084873	0.097434	0.073697	0.032029	0.245743	0.411198	0.110318	0.100904	
0.213901	0.221382	0.173257	0.144632	1.000000	0.403614	0.401801	0.210173	0.406782	0.309386	0.388523	0.355678	0.416289	0.186496	0.338448	0.522553	0.508295	0.478642	0.320280	0.126835	0.325260	0.178540	0.442672	0.219003	0.493954	0.075945	0.056111	0.087020	0.507293	0.421589	0.165239	0.191705	0.239522	0.772901	0.030728	0.408815	0.341854	0.284013	0.794734	0.211296	0.157330	0.576744	0.233475	0.296043	0.303564	0.251656	0.177710	0.291636	0.268821	0.188622	0.273878	0.242064	0.105006	0.240985	0.350686	0.207261	0.489256	0.371963	0.111010	0.292882	
0.381400	0.311859	0.274066	0.634348	0.403614	1.000000	0.832079	0.561418	0.540927	0.341515	0.550475	0.520667	0.534454	0.328747	0.399382	0.647142	0.640764	0.641478	0.426110	0.209415	0.415370	0.185044	0.550111	0.774099	0.719036	0.272626	0.045218	0.089276	0.606678	0.551454	0.201753	0.640708	0.749113	0.323947	0.044901	0.694583	0.518548	0.320827	0.212224	0.377867	0.348797	0.649023	0.370131	0.333839	0.447132	0.388210	0.285443	0.427772	0.391448	0.295905	0.368771	0.300127	0.194931	0.404932	0.451116	0.175100	0.728727	0.795472	0.108885	0.479820	
0.370061	0.387639	0.345904	0.485836	0.401801	0.832079	1.000000	0.448732	0.569468	0.373872	0.575688	0.560504	0.568882	0.347418	0.453314	0.743009	0.703897	0.732180	0.490707	0.269344	0.491949	0.206249	0.559059	0.669336	0.831378	0.341580	0.047857	0.087988	0.701581	0.608272	0.213483	0.525398	0.624070	0.349528	0.051519	0.823690	0.530789	0.389301	0.242937	0.365554	0.492140	0.725442	0.450787	0.404711	0.454676	0.403902	0.318938	0.430667	0.422116	0.358805	0.449353	0.352827	0.247286	0.422471	0.527408	0.205462	0.800744	0.900875	0.109051	0.452384	
0.226474	0.064971	0.089694	0.798128	0.210173	0.561418	0.448732	1.000000	0.066628	0.087729	0.049419	0.116384	0.051087	0.160913	0.097340	0.162986	0.165038	0.217047	0.072063	0.097952	0.138655	0.060800	0.114054	0.720449	0.263487	0.253211	0.069386	0.093854	0.132638	0.110968	0.026900	0.811771	0.716131	0.104855	0.035636	0.272769	0.151890	0.077041	0.141319	0.223715	0.094269	0.187734	0.131973	0.076569	0.129266	0.111857	0.065757	0.113234	0.131566	0.085185	0.104731	0.127923	0.107075	0.150672	0.104469	0.053186	0.271852	0.356828	0.156868	0.148793	
0.397891	0.399773	0.333274	0.023511	0.406782	0.540927	0.569468	0.066628	1.000000	0.452632	0.947505	0.745626	0.991756	0.421229	0.539972	0.692605	0.697269	0.664180	0.569981	0.271086	0.509446	0.145861	0.711014	0.256303	0.660043	0.164483	0.039628	0.059199	0.702189	0.644422	0.251881	0.082451	0.204858	0.324808	0.019067	0.693708	0.611705	0.400917	0.173884	0.393045	0.264806	0.673540	0.396351	0.404222	0.515898	0.668909	0.419802	0.527325	0.538825	0.425799	0.465658	0.282997	0.257075	0.634867	0.500529	0.170006	0.656723	0.570193	0.086402	0.702767	
0.443247	0.337570	0.369863	0.071160	0.309386	0.341515	0.373872	0.087729	0.452632	1.000000	0.448327	0.568329	0.437533	0.577921	0.456878	0.418959	0.522128	0.402756	0.418605	0.325918	0.547708	0.137348	0.523687	0.147393	0.408924	0.348268	0.043400	0.079291	0.455851	0.562495	0.133112	0.092342	0.129853	0.278544	0.047611	0.495477	0.630372	0.297666	0.215635	0.437848	0.139942	0.475266	0.431609	0.303109	0.597703	0.415128	0.299501	0.498058	0.530467	0.382696	0.437950	0.438233	0.346434	0.559181	0.528694	0.158934	0.421633	0.347016	0.102737	0.568393	
0.377413	0.401448	0.324102	0.015589	0.388523	0.550475	0.575688	0.049419	0.947505	0.448327	1.000000	0.766938	0.924418	0.410761	0.512077	0.685148	0.699489	0.667173	0.580787	0.230672	0.489619	0.123578	0.691791	0.249249	0.664255	0.102603	0.019649	0.034740	0.703975	0.651332	0.262445	0.082756	0.205190	0.294333	0.020860	0.695426	0.624082	0.387824	0.136112	0.372817	0.275913	0.672664	0.369986	0.391769	0.516860	0.663339	0.398528	0.572822	0.459553	0.408248	0.460518	0.264008	0.232143	0.624745	0.506520	0.129162	0.665040	0.579095	0.037511	0.695089	
