ID	RECOMMEND
133	21	55	52	30	17	45	36	14	49	29	
134	36	25	42	30	17	58	6	29	16	12	
135	30	42	17	36	25	16	57	55	12	18	
136	36	30	42	29	21	25	18	57	16	7	
137	36	17	7	25	42	57	30	6	29	16	
138	30	42	25	17	12	29	36	16	37	7	
139	36	30	17	25	42	12	57	29	6	58	
140	42	17	29	25	55	12	16	18	45	37	
141	30	17	36	42	12	25	21	16	45	37	
142	30	17	36	54	42	60	21	49	29	25	
143	36	42	29	30	25	55	16	57	12	37	
144	17	29	30	42	25	37	16	57	21	12	
145	36	6	57	42	58	17	30	29	18	16	
146	17	36	42	25	29	57	16	55	45	7	
147	29	30	17	42	25	16	57	36	23	18	
148	30	12	60	17	36	45	42	21	23	49	
149	17	42	57	18	29	16	30	58	6	12	
150	30	12	17	55	21	45	42	49	54	60	
151	25	57	42	17	18	16	30	6	58	23	
152	17	36	30	21	42	29	37	18	25	55	
153	42	57	36	17	16	18	55	7	23	45	
154	30	17	12	29	55	16	36	9	13	25	
155	30	17	36	55	37	42	54	12	45	60	
156	36	17	25	29	7	57	58	42	30	16	
157	17	36	42	29	57	18	30	23	13	12	
158	36	30	17	21	42	7	45	25	12	37	
159	30	17	29	36	25	12	57	55	18	21	
160	42	36	29	12	25	21	18	45	37	55	
161	42	17	30	29	25	36	16	57	21	37	
162	36	25	30	16	57	7	12	37	9	6	
163	7	36	25	57	6	17	16	42	29	30	
164	36	17	30	42	57	29	6	16	18	12	
165	17	36	29	25	16	57	37	23	21	11	
166	30	29	42	18	25	16	57	12	21	23	
167	30	17	29	42	12	25	57	16	23	21	
168	30	42	25	57	55	18	23	21	7	45	
169	25	7	36	17	42	29	18	12	23	37	
170	30	12	17	36	45	54	55	21	37	60	
171	36	30	54	17	12	60	37	42	19	45	
172	29	17	25	36	30	18	57	9	12	13	
173	17	12	36	42	45	29	54	21	18	23	
174	36	21	17	42	45	55	25	60	54	57	
175	17	36	42	12	29	25	37	16	57	21	
176	25	57	17	18	42	29	16	30	13	11	
177	7	25	57	42	17	29	18	16	30	9	
178	17	29	42	16	36	25	30	57	9	12	
179	9	29	17	36	42	30	12	25	57	18	
180	30	42	29	36	16	57	45	18	60	9	
181	36	17	29	42	25	57	37	12	21	7	
182	30	17	12	36	60	37	42	21	29	45	
183	17	57	58	42	6	30	29	18	16	23	
184	30	36	42	17	57	16	21	12	55	7	
185	25	17	36	30	16	57	18	7	12	55	
186	25	36	17	6	57	7	16	29	18	58	
187	36	30	17	57	12	42	7	29	18	23	
188	17	25	16	57	18	7	23	12	21	55	
189	54	12	36	17	45	14	49	37	42	29	
190	17	25	29	42	30	57	7	16	58	12	
191	30	36	42	29	21	25	12	18	16	57	
192	36	17	29	57	30	16	18	12	58	6	
193	30	29	42	57	16	18	12	23	45	37	
194	42	17	29	25	16	30	36	57	55	12	
195	25	6	58	17	42	16	18	29	30	12	
196	36	17	25	42	57	16	58	30	6	12	
197	30	36	42	12	25	37	57	16	18	21	
198	36	6	25	57	17	42	18	16	30	29	
199	17	42	25	30	16	18	57	55	23	21	
200	36	57	29	17	42	16	30	58	18	12	
201	36	30	12	42	17	25	29	57	6	7	
202	30	17	12	36	60	9	54	29	16	13	
203	36	30	17	7	42	25	55	58	60	14	
204	40	54	37	60	30	36	45	17	49	21	
205	30	12	17	36	37	42	54	60	23	29	
206	17	25	36	42	12	29	57	16	18	45	
207	36	17	30	18	25	21	42	7	6	58	
208	17	42	25	30	57	6	29	18	58	12	
209	36	25	17	30	57	16	18	58	12	6	
210	30	36	12	42	29	25	54	18	21	45	
211	17	42	29	25	18	16	57	13	37	7	
212	30	45	60	12	17	55	1	37	36	42	
213	30	12	54	17	36	37	60	42	45	55	
214	30	36	42	16	57	18	21	45	37	23	
215	17	12	45	21	54	42	55	37	29	18	
216	30	17	37	21	42	12	29	55	14	49	
217	17	42	30	25	36	16	55	57	18	21	
218	17	12	29	42	25	57	21	16	18	45	
219	36	25	17	29	18	30	12	9	11	23	
220	36	60	30	14	17	6	37	49	1	7	
221	42	17	30	29	57	16	7	12	55	6	
222	30	54	12	21	17	36	60	49	37	42	
223	30	17	36	42	12	21	23	55	25	16	
224	30	36	42	25	16	57	23	7	21	9	
225	30	17	36	42	12	29	25	57	45	16	
226	36	17	42	30	25	18	12	57	7	23	
227	25	42	17	29	36	18	12	7	21	37	
228	29	42	57	17	36	7	55	58	13	9	
229	36	17	55	54	42	45	14	12	37	25	
230	30	36	17	29	55	42	21	25	18	37	
231	36	7	18	57	17	29	58	42	6	30	
232	29	30	36	7	58	55	21	23	12	37	
233	29	17	30	36	42	12	16	18	23	13	
234	17	36	42	25	29	57	18	12	37	6	
235	30	36	29	16	25	57	18	9	13	37	
236	30	17	36	21	37	55	42	49	54	29	
237	17	30	36	16	21	37	29	18	12	57	
238	30	21	45	17	36	42	60	37	29	25	
239	21	36	17	30	14	55	54	42	43	45	
240	30	17	36	42	29	21	54	37	45	60	
241	25	29	36	17	57	16	58	12	37	9	
242	36	17	6	30	25	58	21	57	18	16	
243	30	42	17	36	29	25	45	21	18	14	
244	30	36	42	55	21	25	18	57	12	37	
245	30	29	17	25	21	16	36	57	18	12	
246	30	17	29	42	12	25	16	55	57	45	
247	36	21	30	42	29	18	25	55	12	45	
248	36	17	30	7	42	25	37	6	18	58	
249	36	30	17	25	29	57	42	37	16	9	
250	36	17	7	25	30	18	57	16	29	37	
251	17	30	36	18	29	25	57	12	7	37	
252	29	25	17	30	57	36	23	58	9	11	
253	36	17	42	57	12	18	58	6	21	23	
254	30	42	12	25	36	16	57	18	37	21	
255	42	17	30	36	25	12	18	57	9	23	
256	30	36	42	37	55	21	29	25	23	18	
257	17	36	29	57	12	16	9	18	55	11	
258	25	29	17	16	30	7	12	58	23	55	
259	29	17	42	12	36	9	57	18	23	7	
260	36	42	17	57	29	7	16	58	30	21	
261	30	29	18	42	7	12	16	58	23	6	
262	36	17	25	29	12	18	16	7	37	21	
263	25	36	6	42	57	30	29	16	58	18	
264	36	17	42	25	30	57	18	16	58	12	
265	30	21	55	17	49	54	12	37	60	36	
266	30	36	17	42	21	25	37	55	29	14	
267	36	17	42	25	30	29	18	57	7	16	
268	55	12	17	36	45	25	29	42	54	21	
269	36	30	17	42	29	57	18	37	58	6	
270	17	29	25	13	12	42	18	30	57	23	
271	30	17	54	12	55	45	60	42	37	49	
272	17	36	30	42	29	25	18	57	16	23	
273	30	21	17	36	12	45	42	54	37	29	
274	17	30	42	25	21	29	57	18	58	12	
275	17	30	36	25	29	12	18	57	7	58	
276	36	17	42	30	29	57	21	18	7	12	
277	17	21	45	18	29	54	55	37	25	60	
278	37	12	30	17	54	36	9	23	13	42	
279	21	49	17	12	36	37	54	42	60	29	
280	36	42	12	25	16	21	18	57	37	23	
281	25	42	17	57	6	30	29	16	58	18	
282	30	17	36	12	42	25	29	21	16	49	
283	17	30	21	42	7	18	25	37	29	12	
284	36	25	17	29	42	58	6	12	37	21	
285	30	17	54	60	23	42	11	36	29	16	
286	30	36	17	29	42	16	18	21	12	45	
287	42	30	29	17	25	16	57	55	37	36	
288	30	17	42	12	49	25	37	51	54	16	
289	36	17	29	57	55	21	16	45	37	18	
290	30	17	36	12	54	21	42	29	49	45	
291	30	36	29	18	55	12	37	23	7	19	
292	30	36	12	42	37	29	21	45	57	16	
293	17	42	25	18	30	7	57	29	23	6	
294	25	29	7	17	42	16	58	18	6	12	
295	30	17	21	42	36	25	12	57	16	18	
296	42	17	57	36	30	18	7	55	23	58	
297	36	30	17	9	57	42	29	16	18	7	
298	36	9	57	25	17	18	42	29	7	16	
299	30	36	12	17	37	42	11	29	25	57	
300	42	17	29	25	36	16	30	57	18	12	
301	30	17	29	21	42	45	12	37	25	16	
302	17	25	42	30	16	12	58	11	21	55	
303	30	36	42	37	12	25	57	16	21	18	
304	30	17	36	42	25	29	12	57	21	45	
305	17	25	36	57	16	12	7	23	21	19	
306	36	30	25	57	7	18	29	58	12	23	
307	36	17	42	25	16	29	57	7	13	12	
308	25	16	17	18	36	7	30	58	23	12	
309	30	9	17	36	42	23	16	60	25	18	
310	36	17	30	42	23	12	25	29	57	11	
311	30	17	42	36	29	21	37	23	45	60	
312	30	17	36	37	29	54	9	42	45	11	
313	36	57	7	6	58	42	29	17	18	16	
314	36	30	17	12	54	7	57	58	37	55	
315	30	36	42	12	25	18	16	55	23	60	
316	30	21	17	12	55	36	45	37	29	15	
317	57	7	29	36	17	18	30	23	12	13	
318	17	29	42	12	25	36	18	23	21	45	
319	30	36	17	42	12	25	37	16	18	57	
320	36	30	42	25	16	29	57	12	18	23	
321	36	30	25	29	16	57	18	55	58	37	
322	36	29	17	25	42	16	57	30	9	7	
323	36	42	17	29	57	18	55	58	12	6	
324	17	36	18	25	42	16	57	30	9	13	
325	30	42	29	25	17	36	12	18	23	55	
326	7	17	57	42	58	18	30	29	6	21	
327	36	17	42	30	29	18	7	16	12	6	
328	7	58	36	29	17	16	42	30	23	11	
329	57	17	42	36	7	29	30	16	18	12	
330	36	25	42	29	57	18	16	21	55	6	
331	42	25	30	36	16	18	55	23	21	12	
332	6	36	7	25	17	58	42	57	18	30	
333	30	17	45	21	42	36	55	37	29	54	
334	42	25	57	18	7	16	6	23	12	58	
335	30	17	42	29	25	55	16	12	23	19	
336	30	17	36	25	16	57	18	11	60	23	
337	30	55	42	21	12	36	16	49	25	37	
338	36	17	42	30	29	18	57	21	12	7	
339	30	36	42	29	25	18	45	57	21	54	
340	17	36	9	12	30	42	18	25	57	37	
341	36	17	30	25	29	42	57	18	12	37	
342	30	21	17	55	36	42	29	49	60	54	
343	17	29	25	16	12	18	9	57	23	58	
344	36	17	60	54	42	37	25	57	21	49	
345	29	42	17	25	36	16	37	12	7	55	
346	30	17	36	12	42	29	25	57	23	16	
347	30	29	17	42	25	55	57	37	16	21	
348	36	30	42	25	29	57	18	7	21	37	
349	36	30	17	25	29	57	16	55	21	58	
350	36	42	25	57	17	30	29	16	12	18	
351	29	17	42	57	16	7	30	58	6	12	
352	36	17	42	25	7	57	16	30	18	29	
353	30	29	17	42	12	25	36	45	21	37	
354	17	25	36	30	29	7	18	58	12	21	
355	36	17	25	18	42	57	29	12	7	54	
356	17	30	25	42	18	21	57	16	37	55	
357	25	36	57	42	29	16	7	30	18	12	
358	36	12	42	29	21	25	55	57	18	54	
359	17	36	30	42	29	57	18	7	58	12	
360	30	17	42	36	29	25	55	57	16	18	
361	36	21	45	55	29	42	25	18	12	14	
362	30	17	42	29	57	12	21	18	55	16	
363	36	17	25	42	29	57	18	7	12	6	
364	30	29	36	16	21	18	55	12	37	23	
365	17	21	55	45	12	42	37	29	60	57	
366	42	29	25	16	21	12	57	55	37	19	
367	25	57	42	17	16	36	18	30	7	6	
368	17	42	30	25	36	57	12	18	55	37	
369	17	29	18	42	16	30	7	13	11	23	
370	36	25	42	17	30	6	57	18	58	37	
371	30	21	36	42	14	45	25	12	7	16	
372	17	36	12	45	60	55	42	14	29	23	
373	25	29	30	57	18	58	12	55	6	37	
374	17	36	42	29	16	25	30	37	57	9	
375	30	17	36	42	55	12	45	16	37	18	
376	36	25	57	17	42	30	6	18	58	12	
377	30	36	60	42	37	29	11	16	13	18	
378	36	17	25	42	57	30	58	16	18	29	
379	36	17	30	25	57	16	18	9	7	13	
380	30	42	36	29	21	55	25	57	18	37	
381	36	30	42	25	55	21	57	12	16	18	
382	30	17	25	29	57	16	7	18	6	37	
383	36	42	17	30	29	21	25	18	57	7	
384	36	17	18	42	25	12	57	29	16	58	
385	36	17	7	30	58	54	12	25	57	18	
386	25	7	57	29	17	18	42	16	6	30	
387	30	42	29	17	36	21	55	25	45	57	
388	36	25	57	17	42	30	6	16	12	23	
389	30	21	17	55	36	42	12	37	45	49	
390	17	30	42	29	36	25	12	23	21	57	
391	17	25	16	18	7	21	37	13	9	58	
392	36	42	25	29	57	12	16	7	55	18	
393	17	30	42	25	55	57	12	45	37	23	
394	17	42	25	57	12	29	16	21	18	55	
395	25	29	57	7	16	17	18	30	58	12	
396	30	17	12	36	42	23	29	57	60	21	
397	30	29	36	9	16	25	18	57	13	60	
398	30	29	16	18	12	55	21	7	58	45	
399	29	36	17	16	18	42	30	23	9	6	
400	25	29	16	57	36	7	30	9	11	23	
401	36	29	42	55	25	12	21	16	45	7	
402	30	17	21	36	55	42	14	29	54	60	
403	30	29	42	17	25	36	18	21	55	13	
404	17	36	30	16	25	42	18	12	57	9	
405	36	17	25	18	30	7	58	6	37	11	
406	36	17	30	12	29	42	18	25	21	19	
407	36	30	29	42	25	55	16	18	37	21	
408	30	17	55	54	12	36	21	45	60	37	
409	36	30	18	12	7	9	23	58	6	21	
410	17	30	25	11	16	57	18	23	60	21	
411	30	36	55	12	37	42	23	29	25	21	
412	30	36	42	29	37	25	16	57	21	13	
413	30	17	36	12	29	42	25	57	21	16	
414	36	17	25	30	42	18	16	7	12	37	
415	42	36	17	29	30	25	12	16	57	18	
416	36	30	29	42	37	12	25	18	21	57	
417	57	17	7	42	18	58	30	6	55	12	
418	30	12	42	17	36	25	16	57	9	23	
419	42	17	29	18	25	36	57	30	9	7	
420	17	29	42	7	16	58	12	37	55	23	
421	30	17	42	12	25	57	18	16	37	45	
422	36	42	29	30	18	16	21	12	37	23	
423	36	25	16	57	18	12	13	37	7	58	
424	11	13	54	30	37	17	36	45	42	29	
425	30	60	17	12	36	42	37	9	21	29	
426	30	36	17	60	42	57	45	7	55	21	
427	17	36	30	12	25	29	57	16	18	37	
428	17	36	42	29	25	12	57	21	55	18	
429	30	36	17	42	21	29	57	12	55	16	
430	17	36	42	25	57	37	45	60	21	55	
431	30	54	17	45	9	14	23	42	21	49	
432	30	36	42	12	29	18	16	60	25	21	
433	17	25	36	42	12	57	16	18	45	21	
434	25	7	36	29	42	58	16	6	17	30	
435	29	30	17	16	36	55	57	18	12	37	
436	17	7	58	42	18	25	30	57	37	29	
437	36	7	25	30	6	42	29	21	18	16	
438	12	21	17	36	45	60	49	37	55	42	
439	29	30	57	16	18	55	21	7	12	37	
440	25	29	17	36	42	18	7	12	23	58	
441	36	17	42	58	16	18	29	12	23	9	
442	17	29	25	57	16	55	37	45	7	23	
443	36	30	17	42	25	29	16	37	55	18	
444	17	36	42	18	7	30	25	40	58	29	
445	54	60	30	1	12	37	45	49	17	36	
446	17	30	36	21	60	16	29	12	18	25	
447	29	57	16	42	18	11	30	7	12	37	
448	29	55	42	21	17	25	36	57	18	12	
449	12	30	36	42	29	54	16	23	18	25	
450	30	17	37	36	45	42	29	21	23	14	
451	30	21	17	36	55	45	42	29	12	19	
452	25	57	42	16	18	17	36	7	38	6	
453	17	36	25	29	16	18	37	12	7	21	
454	60	30	12	17	36	37	45	14	21	13	
455	30	36	42	29	16	57	12	55	23	58	
456	36	17	42	25	57	16	29	30	18	12	
457	17	30	36	42	12	25	57	29	37	7	
458	57	36	42	29	30	18	23	12	55	37	
459	30	55	17	42	12	45	29	25	57	14	
460	36	17	30	42	25	57	18	29	37	58	
461	36	25	30	17	42	7	6	55	18	16	
462	30	17	36	42	23	16	25	11	57	9	
463	36	17	30	55	21	42	29	54	25	12	
464	36	17	30	12	42	29	37	7	18	16	
465	30	17	36	21	12	29	55	42	25	60	
466	29	36	17	25	42	30	12	16	9	21	
467	36	17	30	25	21	18	37	16	55	7	
468	21	55	30	45	14	36	17	42	12	37	
469	36	30	25	42	57	12	29	16	58	6	
470	25	36	57	17	16	18	6	30	12	23	
471	12	21	17	54	37	49	60	42	25	29	
472	30	42	17	25	36	16	57	55	12	23	
473	30	17	21	45	12	42	23	25	18	57	
474	36	17	7	30	57	29	16	12	21	60	
475	25	29	36	17	57	16	7	6	58	55	
476	36	25	17	57	6	58	18	29	16	30	
477	17	30	42	25	29	12	18	7	37	55	
478	36	42	57	17	16	29	18	58	30	6	
479	36	30	42	29	21	25	16	57	37	45	
480	17	29	42	12	36	55	45	37	25	16	
481	30	60	36	45	42	37	9	49	55	29	
482	36	17	30	42	29	57	12	16	18	37	
483	17	36	30	23	42	29	12	16	25	60	
484	36	17	42	30	25	57	55	16	18	12	
485	17	30	36	12	37	16	25	57	29	18	
486	17	29	25	36	18	12	21	23	37	45	
487	36	25	17	57	18	29	6	16	30	37	
488	17	42	30	57	7	16	58	6	37	21	
489	36	30	42	29	57	16	18	7	12	6	
490	17	36	30	29	42	18	57	12	7	9	
491	17	29	25	42	57	21	18	16	45	23	
492	30	17	36	25	29	57	16	18	12	55	
493	25	17	42	16	6	30	12	9	37	13	
494	36	17	42	25	18	30	7	57	6	12	
495	42	17	16	57	12	18	23	21	37	13	
496	17	30	42	36	29	25	57	12	9	18	
497	36	7	42	25	6	57	58	29	18	12	
498	12	36	17	57	42	29	55	16	7	54	
499	17	12	21	14	55	49	36	37	29	60	
500	30	54	17	45	60	21	37	36	55	42	
